1.042500446228186320e+03,1.403481821363254312e+03,-5.120609119333059880e+02,1.473303168479103817e+02,8.555725507571723938e+02
-1.524954049411650431e+03,-4.534303347498846648e+01,-1.163866403317265622e+03,-1.171873243779495169e+03,1.394218449743871417e+02
-1.393568119035242262e+03,-7.623648635586962428e+02,-1.342925256764002143e+03,-4.567753267173371512e+01,8.024974988506612590e+02
2.168047343593379537e+03,-4.045431604057304753e+02,-1.000096944032264446e+03,4.518604486559536326e+02,-5.880955102746930407e+01
-1.693993979963694585e+02,1.516786433560118439e+03,-1.449905237584192946e+03,4.531100418047507219e+02,-4.646284312683636699e+02
2.223688375934878877e+03,1.491708610438907044e+03,-9.490682491175174107e+01,5.337410685217263762e+01,-4.590187714482374304e+02
2.285477360200733074e+03,-8.001185383776753497e+02,-4.992346267339713677e+02,6.911555887274771521e+02,1.708882248620460587e+02
2.481195379133075676e+03,-4.985606923751790305e+02,-4.601520355259767712e+02,-3.655814534059410335e+02,-2.777771698945998082e+02
1.950946598111961976e+03,9.012430690569078706e+02,-3.775078053918599608e+02,-4.960616171270680184e+02,-7.400039556214707090e+02
4.660977103998705388e+03,-7.093104916197032708e+02,1.398275580828562283e+02,-4.755212956133522653e+02,2.404437683834530901e+02
1.614191479080304362e+03,1.111476758435311240e+03,2.660647049209430861e+02,-1.111827962564243762e+03,9.309692628347858090e+01
5.901165328061644004e+02,5.170097709208909009e+01,-1.085013371160332554e+03,1.796093687116805597e+02,-3.238208636143116337e+02
-9.320507737276044224e+01,1.481806012401600128e+03,-1.228304790762363154e+03,6.710875697340807733e+01,-7.207047935157888787e+02
-3.181888074515768494e+03,6.413287849189309782e+02,-3.196064879086839028e+02,-2.920596093940849869e+02,-3.982539926243431410e+02
2.997757843097723480e+02,1.612028809388624495e+03,-1.255588393872821825e+03,-2.602393405803228461e+02,-3.729920085741086382e+02
-4.160049179890697815e+02,-1.856686479429976089e+03,9.570596880426086583e-01,3.702625132208489163e+02,-4.408267670933829550e+02
2.822027379336315335e+03,-5.982816281326000762e+02,3.964556826373573131e+02,-6.916230567244139138e+02,5.396187492902107579e+02
-1.465063502134308692e+03,-5.146331924747246376e+02,-1.821331409925359139e+03,2.018408117704684912e+02,-1.929805218175256982e+02
1.509085347573699210e+03,-7.769655840948731793e+02,-9.801120034884722827e+02,-4.282264297680530376e+02,-4.805281538982870302e+02
5.476363521700321826e+02,-5.714465116959524948e+02,1.327763003711128022e+03,-4.729708214966357218e+02,-2.389324288347492882e+02
-2.328845409733656197e+03,2.465356363809737559e+03,9.527293267475611174e+02,2.084309934247746128e+02,3.218850674234825533e+02
1.303851315170840621e+02,-7.012781690056253865e+02,-1.043470958184800566e+02,2.999712181969931635e+02,3.800460394646308373e+02
1.133975336479035150e+03,-8.909733640352463908e+02,1.371303769789402850e+03,-1.003206656940895073e+03,-7.161555948589076479e+02
1.856945008591841031e+02,2.795570183066285608e+03,2.669622119943575171e+02,4.221055482567039974e+01,1.215947791984247260e+03
-7.758477165563217568e+02,-4.042790106687646698e+02,-9.262406203346068878e+02,-6.922075723999158754e+02,-4.366702770864151830e+02
1.164639060532650092e+03,-1.283188742759886281e+03,1.033326808807456246e+03,-2.180771284180499237e+01,-6.759566696171989406e+02
-9.449604568473399695e+02,5.032508293315886760e+01,-1.026098428123430267e+03,4.355145922268297340e+02,5.425519259469347162e+02
6.275418258496943054e+02,1.437790984835732388e+03,-3.275737390798601041e+02,-2.208418163350682164e+02,2.451528039822227072e+02
8.305545948223837627e+01,2.872341708720045403e+02,-2.930237233418400820e+02,1.199270857309785470e+03,1.508075476461327980e+03
2.803654265541253608e+03,5.685029736697646285e+02,-1.293782168306733809e+02,-5.130894685260409460e+02,-3.282191233112511242e+01
